system,N,run,num_solutions,rewrite_time_ms,solver_time_ms,solution_translation_time_ms,conjure_solve_e2e_ms
conjure,34,2,0,3900.632,0.0,0.0,0.0
conjure,34,3,0,4301.7016,0.0,0.0,0.0
conjure,34,4,0,3809.0454,0.0,0.0,0.0
conjure,34,5,0,4046.566,0.0,0.0,0.0
conjure,34,6,0,4069.3533,0.0,0.0,0.0
conjure,34,7,0,4177.2538,0.0,0.0,0.0
conjure,34,8,0,4316.5599,0.0,0.0,0.0
conjure,34,9,0,3849.7855,0.0,0.0,0.0
conjure,34,10,0,4163.6841,0.0,0.0,0.0
conjure,35,1,0,4070.0311,0.0,0.0,0.0
conjure,35,2,0,4093.7754,0.0,0.0,0.0
conjure,35,3,0,4326.5939,0.0,0.0,0.0
conjure,35,4,0,4054.1049,0.0,0.0,0.0
conjure,35,5,0,4042.2683,0.0,0.0,0.0
conjure,35,6,0,4006.5107,0.0,0.0,0.0
conjure,35,7,0,4158.3434,0.0,0.0,0.0
conjure,35,8,0,4224.5808,0.0,0.0,0.0
conjure,35,9,0,3869.5899,0.0,0.0,0.0
conjure,35,10,0,4306.7782,0.0,0.0,0.0
conjure,36,1,0,4580.7001,0.0,0.0,0.0
conjure,36,2,0,4161.1042,0.0,0.0,0.0
conjure,36,3,0,4117.9406,0.0,0.0,0.0
conjure,36,4,0,4299.0002,0.0,0.0,0.0
conjure,36,5,0,4074.6425,0.0,0.0,0.0
conjure,36,6,0,4301.7959,0.0,0.0,0.0
conjure,36,7,0,4253.539,0.0,0.0,0.0
conjure,36,8,0,4315.8652,0.0,0.0,0.0
conjure,36,9,0,4382.8349,0.0,0.0,0.0
conjure,36,10,0,3991.4473,0.0,0.0,0.0
conjure,37,1,0,4199.466,0.0,0.0,0.0
conjure,37,2,0,4514.9162,0.0,0.0,0.0
conjure,37,3,0,4597.2774,0.0,0.0,0.0
conjure,37,4,0,4455.0925,0.0,0.0,0.0
conjure,37,5,0,4119.5692,0.0,0.0,0.0
conjure,37,6,0,4406.1117,0.0,0.0,0.0
conjure,37,7,0,4674.416,0.0,0.0,0.0
conjure,37,8,0,4260.7181,0.0,0.0,0.0
conjure,37,9,0,4422.66,0.0,0.0,0.0
conjure,37,10,0,4319.8964,0.0,0.0,0.0
conjure,38,1,0,4503.069,0.0,0.0,0.0
conjure,38,2,0,4454.0173,0.0,0.0,0.0
conjure,38,3,0,4448.4665,0.0,0.0,0.0
conjure,38,4,0,4439.7937,0.0,0.0,0.0
conjure,38,5,0,4550.7958,0.0,0.0,0.0
conjure,38,6,0,4433.8315,0.0,0.0,0.0
conjure,38,7,0,4227.1592,0.0,0.0,0.0
conjure,38,8,0,4491.8144,0.0,0.0,0.0
conjure,38,9,0,4401.0328,0.0,0.0,0.0
conjure,38,10,0,4640.2184,0.0,0.0,0.0
conjure,39,1,0,5002.3555,0.0,0.0,0.0
conjure,39,2,0,4445.7033,0.0,0.0,0.0
conjure,39,3,0,4628.9407,0.0,0.0,0.0
conjure,39,4,0,4468.6172,0.0,0.0,0.0
conjure,39,5,0,4523.221,0.0,0.0,0.0
conjure,39,6,0,4687.3498,0.0,0.0,0.0
conjure,39,7,0,4538.7155,0.0,0.0,0.0
conjure,39,8,0,4573.9736,0.0,0.0,0.0
conjure,39,9,0,4390.3899,0.0,0.0,0.0
conjure,39,10,0,4585.75,0.0,0.0,0.0
conjure,40,1,0,4836.3564,0.0,0.0,0.0
conjure,40,2,0,4415.3212,0.0,0.0,0.0
conjure,40,3,0,4654.1056,0.0,0.0,0.0
conjure,40,4,0,4904.6524,0.0,0.0,0.0
conjure,40,5,0,4537.7373,0.0,0.0,0.0
conjure,40,6,0,4976.8788,0.0,0.0,0.0
conjure,40,7,0,4521.1827,0.0,0.0,0.0
conjure,40,8,0,4567.637,0.0,0.0,0.0
conjure,40,9,0,4539.1154,0.0,0.0,0.0
conjure,40,10,0,4508.554,0.0,0.0,0.0
conjure,41,1,0,5003.6152,0.0,0.0,0.0
conjure,41,2,0,4901.249,0.0,0.0,0.0
conjure,41,3,0,5041.8019,0.0,0.0,0.0
conjure,41,4,0,4892.0359,0.0,0.0,0.0
conjure,41,5,0,5338.0908,0.0,0.0,0.0
conjure,41,6,0,5384.8732,0.0,0.0,0.0
conjure,41,7,0,5083.5694,0.0,0.0,0.0
conjure,41,8,0,5243.3228,0.0,0.0,0.0
conjure,41,9,0,4923.4877,0.0,0.0,0.0
conjure,41,10,0,5118.851,0.0,0.0,0.0
conjure,42,1,0,5404.144,0.0,0.0,0.0
conjure,42,2,0,5624.1414,0.0,0.0,0.0
conjure,42,3,0,5645.8063,0.0,0.0,0.0
conjure,42,4,0,5504.6173,0.0,0.0,0.0
conjure,42,5,0,5333.6225,0.0,0.0,0.0
conjure,42,6,0,5286.3186,0.0,0.0,0.0
conjure,42,7,0,5323.4855,0.0,0.0,0.0
conjure,42,8,0,5466.8504,0.0,0.0,0.0
conjure,42,9,0,5335.576,0.0,0.0,0.0
conjure,42,10,0,5661.6322,0.0,0.0,0.0
conjure,43,1,0,5417.299,0.0,0.0,0.0
conjure,43,2,0,5606.9518,0.0,0.0,0.0
conjure,43,3,0,5506.394,0.0,0.0,0.0
conjure,43,4,0,5354.2548,0.0,0.0,0.0
conjure,43,5,0,5705.9331,0.0,0.0,0.0
conjure,43,6,0,5478.8063,0.0,0.0,0.0
conjure,43,7,0,5524.3296,0.0,0.0,0.0
conjure,43,8,0,5739.2679,0.0,0.0,0.0
conjure,43,9,0,5474.3062,0.0,0.0,0.0
conjure,43,10,0,5689.4669,0.0,0.0,0.0
conjure,44,1,0,6114.6824,0.0,0.0,0.0
conjure,44,2,0,5629.2037,0.0,0.0,0.0
conjure,44,3,0,5676.5122,0.0,0.0,0.0
conjure,44,4,0,5491.6906,0.0,0.0,0.0
conjure,44,5,0,5809.5106,0.0,0.0,0.0
conjure,44,6,0,5717.9306,0.0,0.0,0.0
conjure,44,7,0,5620.7854,0.0,0.0,0.0
conjure,44,8,0,5492.001,0.0,0.0,0.0
conjure,44,9,0,5665.3689,0.0,0.0,0.0
conjure,44,10,0,5976.2663,0.0,0.0,0.0
conjure,45,1,0,5857.8746,0.0,0.0,0.0
conjure,45,2,0,5593.4788,0.0,0.0,0.0
conjure,45,3,0,6062.4615,0.0,0.0,0.0
conjure,45,4,0,6100.7206,0.0,0.0,0.0
conjure,45,5,0,5885.2458,0.0,0.0,0.0
conjure,45,6,0,5914.7648,0.0,0.0,0.0
conjure,45,7,0,5736.5129,0.0,0.0,0.0
conjure,45,8,0,6041.2542,0.0,0.0,0.0
conjure,45,9,0,5899.0831,0.0,0.0,0.0
conjure,45,10,0,5948.6038,0.0,0.0,0.0
conjure,46,1,0,6477.9481,0.0,0.0,0.0
conjure,46,2,0,6390.237,0.0,0.0,0.0
conjure,46,3,0,6304.2283,0.0,0.0,0.0
conjure,46,4,0,6427.8665,0.0,0.0,0.0
conjure,46,5,0,6242.5564,0.0,0.0,0.0
conjure,46,6,0,6323.6977,0.0,0.0,0.0
conjure,46,7,0,6278.5089,0.0,0.0,0.0
conjure,46,8,0,6019.8157,0.0,0.0,0.0
conjure,46,9,0,6233.564,0.0,0.0,0.0
conjure,46,10,0,6314.3247,0.0,0.0,0.0
conjure,47,1,0,6376.3657,0.0,0.0,0.0
conjure,47,2,0,6928.9645,0.0,0.0,0.0
conjure,47,3,0,6365.2297,0.0,0.0,0.0
conjure,47,4,0,6690.6905,0.0,0.0,0.0
conjure,47,5,0,6558.5065,0.0,0.0,0.0
conjure,47,6,0,6555.0825,0.0,0.0,0.0
conjure,47,7,0,6451.5043,0.0,0.0,0.0
conjure,47,8,0,6682.1276,0.0,0.0,0.0
conjure,47,9,0,6605.8702,0.0,0.0,0.0
conjure,47,10,0,6357.3193,0.0,0.0,0.0
conjure,48,1,0,6980.0933,0.0,0.0,0.0
conjure,48,2,0,6640.7749,0.0,0.0,0.0
conjure,48,3,0,7028.8748,0.0,0.0,0.0
conjure,48,4,0,6835.5802,0.0,0.0,0.0
conjure,48,5,0,6980.2703,0.0,0.0,0.0
conjure,48,6,0,6884.5485,0.0,0.0,0.0
conjure,48,7,0,6727.6867,0.0,0.0,0.0
conjure,48,8,0,6892.3537,0.0,0.0,0.0
conjure,48,9,0,7056.3942,0.0,0.0,0.0
conjure,48,10,0,6872.8149,0.0,0.0,0.0
conjure,49,1,0,7246.2321,0.0,0.0,0.0
conjure,49,2,0,6992.8689,0.0,0.0,0.0
conjure,49,3,0,7090.6337,0.0,0.0,0.0
conjure,49,4,0,6883.0519,0.0,0.0,0.0
conjure,49,5,0,7001.503,0.0,0.0,0.0
conjure,49,6,0,7267.8682,0.0,0.0,0.0
conjure,49,7,0,7238.7373,0.0,0.0,0.0
conjure,49,8,0,7341.5128,0.0,0.0,0.0
conjure,49,9,0,7274.2625,0.0,0.0,0.0
conjure,49,10,0,7118.1089,0.0,0.0,0.0
conjure,50,1,0,7810.3001,0.0,0.0,0.0
conjure,50,2,0,7529.2439,0.0,0.0,0.0
conjure,50,3,0,7928.9449,0.0,0.0,0.0
conjure,50,4,0,7709.2217,0.0,0.0,0.0
conjure,50,5,0,7888.6928,0.0,0.0,0.0
conjure,50,6,0,7613.9294,0.0,0.0,0.0
conjure,50,7,0,7637.759,0.0,0.0,0.0
conjure,50,8,0,7608.7949,0.0,0.0,0.0
conjure,50,9,0,8160.919,0.0,0.0,0.0
conjure,50,10,0,7921.046,0.0,0.0,0.0
conjure,51,1,0,8225.5943,0.0,0.0,0.0
conjure,51,2,0,8151.1934,0.0,0.0,0.0
conjure,51,3,0,8270.5281,0.0,0.0,0.0
conjure,51,4,0,8037.9668,0.0,0.0,0.0
conjure,51,5,0,8263.181,0.0,0.0,0.0
conjure,51,6,0,8216.4449,0.0,0.0,0.0
conjure,51,7,0,8105.9908,0.0,0.0,0.0
conjure,51,8,0,8106.9913,0.0,0.0,0.0
conjure,51,9,0,7881.1817,0.0,0.0,0.0
conjure,51,10,0,8158.9611,0.0,0.0,0.0
conjure,52,1,0,8577.3558,0.0,0.0,0.0
conjure,52,2,0,8636.4374,0.0,0.0,0.0
conjure,52,3,0,8306.601,0.0,0.0,0.0
conjure,52,4,0,8345.0637,0.0,0.0,0.0
conjure,52,5,0,8342.8986,0.0,0.0,0.0
conjure,52,6,0,8232.5128,0.0,0.0,0.0
conjure,52,7,0,8531.5164,0.0,0.0,0.0
conjure,52,8,0,8374.6289,0.0,0.0,0.0
conjure,52,9,0,8414.1387,0.0,0.0,0.0
conjure,52,10,0,8187.3128,0.0,0.0,0.0
conjure,53,1,0,9341.9839,0.0,0.0,0.0
conjure,53,2,0,8607.1186,0.0,0.0,0.0
conjure,53,3,0,8636.8818,0.0,0.0,0.0
conjure,53,4,0,8579.5373,0.0,0.0,0.0
conjure,53,5,0,8597.938,0.0,0.0,0.0
conjure,53,6,0,9396.0329,0.0,0.0,0.0
conjure,53,7,0,8904.3692,0.0,0.0,0.0
conjure,53,8,0,9015.7997,0.0,0.0,0.0
conjure,53,9,0,8858.4109,0.0,0.0,0.0
conjure,53,10,0,9525.1558,0.0,0.0,0.0
conjure,54,1,0,9222.0275,0.0,0.0,0.0
